,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs,RfR 0 Individual Costs,RfR 1 Individual Costs,RfR 2 Individual Costs,RfR 3 Individual Costs,RfR 4 Individual Costs
1823,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1824,9219844.461775355,0,0.007363114900347477,0.0,0.0,0,0,0,0,0
1825,112004777.99890132,0,0.13014763006783475,0.0,0.0,0,0,0,0,0
1826,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1827,1174701839.94789,0,0.8135598835126541,0.0,0.0,0,0,0,0,0
1828,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1829,62004519.10305764,0,0.05300300204414189,0.0,0.0,0,0,0,0,0
1830,7586194.786596033,0,0.0073963803835719035,0.0,0.0,0,0,0,0,0
1831,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1832,186913802.24138874,0,0.18990127390182227,0.0,0.0,0,0,0,0,0
1833,15593601.60574988,0,0.0160633370835076,0.0,0.0,0,0,0,0,0
1834,165684681.65056145,0,0.13144404683616576,0.0,0.0,0,0,0,0,0
1835,331411429.2966386,0,0.3504644917805182,0.0,0.0,0,0,0,0,0
1836,310730711.2015997,0,0.3315339184802677,0.0,0.0,0,0,0,0,0
1837,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1838,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1839,21800113.172698043,0,0.021703119892883913,0.0,0.0,0,0,0,0,0
1840,965526295.2065077,0,0.8150865231190272,0.0,0.0,0,0,0,0,0
1841,95626598.42811897,0,0.0726194010083622,0.0,0.0,0,0,0,0,0
1842,32068821.323409446,0,0.036671492637634105,0.0,0.0,0,0,0,0,0
1843,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1844,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1845,1014620939.0243169,0,0.8175961556125508,0.0,0.0,0,0,0,0,0
1846,193080050.9003939,0,0.1934098620796979,0.0,0.0,0,0,0,0,0
1847,103784458.11036566,0,0.133677362113914,0.0,0.0,0,0,0,0,0
1848,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1849,12841874.316356719,0,0.010235453125598482,0.0,0.0,0,0,0,0,0
1850,42520572.6605096,0,0.05025817559592938,0.0,0.0,0,0,0,0,0
1851,39955669.032720365,0,0.035719453883828634,0.0,0.0,0,0,0,0,0
1852,22347245.800495192,0,0.019952671112721834,0.0,0.0,0,0,0,0,0
1853,15235610.352823533,0,0.018902392456150902,0.0,0.0,0,0,0,0,0
1854,11068319.039991826,0,0.012116311933157953,0.0,0.0,0,0,0,0,0
1855,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1856,161091357.72230238,0,0.11930017546890942,0.0,0.0,0,0,0,0,0
1857,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1858,217399430.3733855,0,0.24368067071305627,0.0,0.0,0,0,0,0,0
1859,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1860,165241138.99334043,0,0.13059877249777913,0.0,0.0,0,0,0,0,0
1861,7547087.222015511,0,0.007324247795150137,0.0,0.0,0,0,0,0,0
1862,43325123.36826141,0,0.0369461791826491,0.0,0.0,0,0,0,0,0
1863,127411983.85139132,0,0.13258825504098157,0.0,0.0,0,0,0,0,0
1864,56256368.29083572,0,0.07340087127477718,0.0,0.0,0,0,0,0,0
1865,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1866,465865846.6610153,0,0.388618455796402,0.0,0.0,0,0,0,0,0
1867,10023016.826985013,0,0.007420837016336653,0.0,0.0,0,0,0,0,0
1868,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1869,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1870,1295228.8785269314,0,0.0010933724609429353,0.0,0.0,0,0,0,0,0
1871,649052538.2899244,0,0.7677805204499228,0.0,0.0,0,0,0,0,0
1872,13667059.959043484,0,0.01642941314083545,0.0,0.0,0,0,0,0,0
1873,36205972.25231439,0,0.027729066459700278,0.0,0.0,0,0,0,0,0
1874,18374474.12242272,0,0.012964949993775954,0.0,0.0,0,0,0,0,0
1875,256296090.93424082,0,0.21032348967492592,0.0,0.0,0,0,0,0,0
1876,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1877,172961440.10155094,0,0.14744386172001556,0.0,0.0,0,0,0,0,0
1878,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1879,286326618.17190397,0,0.2544811405980102,0.0,0.0,0,0,0,0,0
1880,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1881,741249373.2771722,0,0.5819045275663164,0.0,0.0,0,0,0,0,0
1882,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1883,619505493.1038134,0,0.5703228122523835,0.0,0.0,0,0,0,0,0
1884,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1885,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1886,12535757.165477263,0,0.010941389922727435,0.0,0.0,0,0,0,0,0
1887,5219763.894346861,0,0.004109802263075347,0.0,0.0,0,0,0,0,0
1888,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1889,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1890,36940899.45841778,0,0.028630428291746664,0.0,0.0,0,0,0,0,0
1891,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1892,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1893,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1894,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1895,88666175.77661881,0,0.07417384119286954,0.0,0.0,0,0,0,0,0
1896,23827746.485532857,0,0.023376144771450547,0.0,0.0,0,0,0,0,0
1897,59390710.96669138,0,0.04542321752160339,0.0,0.0,0,0,0,0,0
1898,21497214.986852065,0,0.023450701692955614,0.0,0.0,0,0,0,0,0
1899,7931547.496772536,0,0.007354729386616289,0.0,0.0,0,0,0,0,0
1900,13987571.254515465,0,0.01624105076643774,0.0,0.0,0,0,0,0,0
1901,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1902,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1903,73739012.6748519,0,0.07391433699692138,0.0,0.0,0,0,0,0,0
1904,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1905,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1906,7599239.092601024,0,0.007420440167565053,0.0,0.0,0,0,0,0,0
1907,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1908,22026375.121770673,0,0.01809559278306675,0.0,0.0,0,0,0,0,0
1909,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1910,237932202.12576845,0,0.2539328884516123,0.0,0.0,0,0,0,0,0
1911,128256582.0207592,0,0.12873701000689267,0.0,0.0,0,0,0,0,0
1912,160143065.15006757,0,0.13349600702831776,0.0,0.0,0,0,0,0,0
1913,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1914,951409626.3902144,0,0.7974424678644825,0.0,0.0,0,0,0,0,0
1915,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1916,36123271.92158091,0,0.03700170276525378,0.0,0.0,0,0,0,0,0
1917,135700007.79220283,0,0.1298559927022394,0.0,0.0,0,0,0,0,0
1918,152698391.28025076,0,0.13371570413360523,0.0,0.0,0,0,0,0,0
1919,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1920,17371110.52580236,0,0.023464901485081843,0.0,0.0,0,0,0,0,0
1921,326644764.6355318,0,0.32808240225524976,0.0,0.0,0,0,0,0,0
1922,1960900.2144600467,0,0.0018987347776569393,0.0,0.0,0,0,0,0,0
1923,59933499.17526415,0,0.06349025004154785,0.0,0.0,0,0,0,0,0
1924,7316580.839535469,0,0.006899086520231345,0.0,0.0,0,0,0,0,0
1925,248039194.83162975,0,0.1955431458397307,0.0,0.0,0,0,0,0,0
1926,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1927,129297633.27976832,0,0.12396584177840779,0.0,0.0,0,0,0,0,0
1928,42494785.93662032,0,0.036652534915061825,0.0,0.0,0,0,0,0,0
1929,128726591.76830427,0,0.12315628695893792,0.0,0.0,0,0,0,0,0
1930,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1931,29671706.17108031,0,0.0234411139507881,0.0,0.0,0,0,0,0,0
1932,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1933,35356009.964084506,0,0.034233218526496315,0.0,0.0,0,0,0,0,0
1934,41139423.63713899,0,0.031941925790168524,0.0,0.0,0,0,0,0,0
1935,15322331.87562097,0,0.012090824520607104,0.0,0.0,0,0,0,0,0
1936,82792091.29014783,0,0.07346021716157597,0.0,0.0,0,0,0,0,0
1937,7955111.838270948,0,0.007396176800209907,0.0,0.0,0,0,0,0,0
1938,16295701.122119386,0,0.014729710447100456,0.0,0.0,0,0,0,0,0
1939,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1940,413058395.57259095,0,0.38644747215350284,0.0,0.0,0,0,0,0,0
1941,40981607.78645213,0,0.04653030408983311,0.0,0.0,0,0,0,0,0
1942,142285646.87838963,0,0.12830421488487861,0.0,0.0,0,0,0,0,0
1943,40455396.860196196,0,0.04536150148914214,0.0,0.0,0,0,0,0,0
1944,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1945,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1946,865983669.1171198,0,0.8117497753211884,0.0,0.0,0,0,0,0,0
1947,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1948,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1949,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1950,24804829.281633668,0,0.023508344087927596,0.0,0.0,0,0,0,0,0
1951,15147479.55848614,0,0.012338922357377165,0.0,0.0,0,0,0,0,0
1952,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1953,195652350.29764423,0,0.17489047742326497,0.0,0.0,0,0,0,0,0
1954,887916669.456371,0,0.8002422046638378,0.0,0.0,0,0,0,0,0
1955,4621369.4101293385,0,0.003989281052934996,0.0,0.0,0,0,0,0,0
1956,12618342.881959513,0,0.012166306323381237,0.0,0.0,0,0,0,0,0
1957,841204769.6331829,0,0.7589590717533795,0.0,0.0,0,0,0,0,0
1958,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1959,29912424.419709854,0,0.03601606619112028,0.0,0.0,0,0,0,0,0
1960,226064858.67921275,0,0.19518078462073857,0.0,0.0,0,0,0,0,0
1961,21754832.660881527,0,0.023134749929649256,0.0,0.0,0,0,0,0,0
1962,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1963,270859788.32237685,0,0.26071064302895974,0.0,0.0,0,0,0,0,0
1964,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1965,909009057.8676125,0,0.8067547392544998,0.0,0.0,0,0,0,0,0
1966,9713692.78901112,0,0.011810496271613378,0.0,0.0,0,0,0,0,0
1967,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1968,61794614.22991063,0,0.05564663446358288,0.0,0.0,0,0,0,0,0
1969,23169670.879363243,0,0.022137221990589494,0.0,0.0,0,0,0,0,0
1970,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1971,12675832.444419224,0,0.012272343889052593,0.0,0.0,0,0,0,0,0
1972,64965715.828602955,0,0.072136615640571,0.0,0.0,0,0,0,0,0
1973,87381157.14971715,0,0.07205301304784267,0.0,0.0,0,0,0,0,0
1974,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1975,90350666.6905506,0,0.07283500303749059,0.0,0.0,0,0,0,0,0
1976,4086968.568519358,0,0.003707062110177169,0.0,0.0,0,0,0,0,0
1977,1172879195.8135483,0,0.8102370236650148,0.0,0.0,0,0,0,0,0
1978,37018311.466155455,0,0.03634515613350489,0.0,0.0,0,0,0,0,0
1979,44311526.11069623,0,0.036554060849749374,0.0,0.0,0,0,0,0,0
1980,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1981,13969993.524981868,0,0.01620200768510286,0.0,0.0,0,0,0,0,0
1982,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1983,18913278.36499073,0,0.02056012252851068,0.0,0.0,0,0,0,0,0
1984,24720779.56310329,0,0.027609410630666218,0.0,0.0,0,0,0,0,0
1985,1865406.8654763573,0,0.0016772369326371228,0.0,0.0,0,0,0,0,0
1986,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1987,205685882.27105367,0,0.25746487491162323,0.0,0.0,0,0,0,0,0
1988,20111811.67563454,0,0.023188658054556645,0.0,0.0,0,0,0,0,0
1989,8631533.292888433,0,0.007256105968089554,0.0,0.0,0,0,0,0,0
1990,350962306.2512932,0,0.3513583065582199,0.0,0.0,0,0,0,0,0
1991,187438858.3509727,0,0.178753101912176,0.0,0.0,0,0,0,0,0
1992,189637808.95705324,0,0.20403847706105377,0.0,0.0,0,0,0,0,0
1993,34855734.62606185,0,0.034490703251951964,0.0,0.0,0,0,0,0,0
1994,14565081.399330657,0,0.010944316803196942,0.0,0.0,0,0,0,0,0
1995,73107615.35438383,0,0.07266353485484622,0.0,0.0,0,0,0,0,0
1996,135499507.72217086,0,0.13355929290031468,0.0,0.0,0,0,0,0,0
1997,557122703.2578183,0,0.5784055235350827,0.0,0.0,0,0,0,0,0
1998,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1999,296189755.3100382,0,0.26121904973378907,0.0,0.0,0,0,0,0,0
2000,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2001,26303564.87643797,0,0.03311252157321804,0.0,0.0,0,0,0,0,0
2002,47656158.292258106,0,0.06108571035834704,0.0,0.0,0,0,0,0,0
2003,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2004,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2005,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2006,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2007,861583918.3650105,0,0.7640601066424102,0.0,0.0,0,0,0,0,0
2008,556054616.8761487,0,0.5769280217062593,0.0,0.0,0,0,0,0,0
2009,17212997.309267312,0,0.018725664450706392,0.0,0.0,0,0,0,0,0
2010,882625747.468833,0,0.7931279024441861,0.0,0.0,0,0,0,0,0
2011,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2012,59762728.0527785,0,0.04598646637196632,0.0,0.0,0,0,0,0,0
2013,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2014,108030291.43157196,0,0.10387411328766102,0.0,0.0,0,0,0,0,0
2015,422418599.7096094,0,0.26686998262414396,0.0,0.0,0,0,0,0,0
2016,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2017,7095466.104519913,0,0.007460062948182739,0.0,0.0,0,0,0,0,0
2018,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2019,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2020,120266460.06293958,0,0.13242207390721572,0.0,0.0,0,0,0,0,0
2021,34391156.51861434,0,0.035975369235163666,0.0,0.0,0,0,0,0,0
2022,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2023,22825133.660861887,0,0.026555242361581504,0.0,0.0,0,0,0,0,0
2024,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025,14369235.834133547,0,0.013987926286614159,0.0,0.0,0,0,0,0,0
2026,674993043.1681898,0,0.7083821844960526,0.0,0.0,0,0,0,0,0
2027,6488248.799878905,0,0.006710889455745961,0.0,0.0,0,0,0,0,0
2028,587796005.6545961,0,0.575219033265987,0.0,0.0,0,0,0,0,0
2029,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2030,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2031,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2032,689162308.682884,0,0.816371871810341,0.0,0.0,0,0,0,0,0
2033,193895272.11826554,0,0.21426238618595012,0.0,0.0,0,0,0,0,0
2034,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2035,372229195.9841366,0,0.30699388898418084,0.0,0.0,0,0,0,0,0
2036,25823249.05854689,0,0.02179064709771633,0.0,0.0,0,0,0,0,0
2037,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2038,2607300.9744544565,0,0.001882801762412574,0.0,0.0,0,0,0,0,0
2039,175825992.93841296,0,0.1897899182587353,0.0,0.0,0,0,0,0,0
2040,28231531.900335968,0,0.03382409009579153,0.0,0.0,0,0,0,0,0
2041,184289247.6654834,0,0.12263497919299268,0.0,0.0,0,0,0,0,0
2042,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2043,34873378.663444504,0,0.03696437653717118,0.0,0.0,0,0,0,0,0
2044,12313878.121179938,0,0.011604731305509028,0.0,0.0,0,0,0,0,0
2045,11838446.512398928,0,0.012344235474796128,0.0,0.0,0,0,0,0,0
2046,218770526.58712292,0,0.2557584114478802,0.0,0.0,0,0,0,0,0
2047,40127359.97195291,0,0.03602144175686668,0.0,0.0,0,0,0,0,0
2048,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2049,29495973.141783863,0,0.036886837772376585,0.0,0.0,0,0,0,0,0
2050,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2051,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2052,129328131.14439379,0,0.13075186268868666,0.0,0.0,0,0,0,0,0
2053,189602927.6094883,0,0.1940730730265668,0.0,0.0,0,0,0,0,0
2054,6108154.742090728,0,0.005611468656695115,0.0,0.0,0,0,0,0,0
2055,3314174.1177379605,0,0.003879812704113539,0.0,0.0,0,0,0,0,0
2056,11658499.11931594,0,0.011987758534789178,0.0,0.0,0,0,0,0,0
2057,31950095.371512823,0,0.0364077824134211,0.0,0.0,0,0,0,0,0
2058,6645254.881679566,0,0.0073473138492237055,0.0,0.0,0,0,0,0,0
2059,1502185.7459634468,0,0.0016061998646530187,0.0,0.0,0,0,0,0,0
2060,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2061,41373385.491982564,0,0.04224945577606767,0.0,0.0,0,0,0,0,0
2062,290977545.07241046,0,0.26071137731836863,0.0,0.0,0,0,0,0,0
2063,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2064,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2065,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2066,592565343.0228302,0,0.5793552692238049,0.0,0.0,0,0,0,0,0
2067,677799540.7361348,0,0.5875190129113845,0.0,0.0,0,0,0,0,0
2068,50251775.54570772,0,0.049485046875860375,0.0,0.0,0,0,0,0,0
2069,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2070,475746846.3546932,0,0.5737038299922956,0.0,0.0,0,0,0,0,0
2071,819115527.6949437,0,0.768128249432765,0.0,0.0,0,0,0,0,0
2072,20978961.82800703,0,0.017073639374848362,0.0,0.0,0,0,0,0,0
2073,20562690.316351272,0,0.018914641069695252,0.0,0.0,0,0,0,0,0
2074,410353098.3380444,0,0.32236422072182985,0.0,0.0,0,0,0,0,0
2075,25879996.69293117,0,0.01893937065991269,0.0,0.0,0,0,0,0,0
2076,38596974.3883783,0,0.03663209134228908,0.0,0.0,0,0,0,0,0
2077,18393805.502340615,0,0.01599600367934269,0.0,0.0,0,0,0,0,0
2078,435357244.4567287,0,0.5034073704612969,0.0,0.0,0,0,0,0,0
2079,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2080,22339846.29066689,0,0.022772334661809224,0.0,0.0,0,0,0,0,0
2081,138235733.8370879,0,0.13409823011482755,0.0,0.0,0,0,0,0,0
2082,144986418.56581694,0,0.13265159876480448,0.0,0.0,0,0,0,0,0
2083,46300638.010997176,0,0.04559012714305178,0.0,0.0,0,0,0,0,0
2084,461863961.13143396,0,0.4002436666300659,0.0,0.0,0,0,0,0,0
2085,353605375.1878333,0,0.25966540514643777,0.0,0.0,0,0,0,0,0
2086,839305769.973331,0,0.679712010025181,0.0,0.0,0,0,0,0,0
2087,6239379.695151214,0,0.007262606397568223,0.0,0.0,0,0,0,0,0
2088,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2089,71242126.42667815,0,0.07395000222207046,0.0,0.0,0,0,0,0,0
2090,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2091,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2092,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2093,127343236.09088412,0,0.13247432577206789,0.0,0.0,0,0,0,0,0
2094,370067408.30477387,0,0.38880147919401464,0.0,0.0,0,0,0,0,0
2095,7420092.08979059,0,0.007373298704925929,0.0,0.0,0,0,0,0,0
2096,561448437.9781733,0,0.5853433237789367,0.0,0.0,0,0,0,0,0
2097,35683177.303452246,0,0.03612987250366349,0.0,0.0,0,0,0,0,0
2098,69095842.2586516,0,0.07281732149872346,0.0,0.0,0,0,0,0,0
2099,630108198.3026904,0,0.5856883000823104,0.0,0.0,0,0,0,0,0
2100,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2101,14059883.586351035,0,0.014673481445969982,0.0,0.0,0,0,0,0,0
2102,78736818.79616293,0,0.07306429571495193,0.0,0.0,0,0,0,0,0
2103,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2104,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2105,7179840.399628395,0,0.006646873374814945,0.0,0.0,0,0,0,0,0
2106,885609677.8383563,0,0.6971843240920064,0.0,0.0,0,0,0,0,0
2107,73580852.74494737,0,0.07100264677409844,0.0,0.0,0,0,0,0,0
2108,33031279.102365445,0,0.041475443704044795,0.0,0.0,0,0,0,0,0
2109,5717919.312247479,0,0.0072539250947984924,0.0,0.0,0,0,0,0,0
2110,13901127.776022822,0,0.012187217303422513,0.0,0.0,0,0,0,0,0
2111,247155.38349683548,0,0.00025822034218932145,0.0,0.0,0,0,0,0,0
2112,134191936.97582367,0,0.13096898686411956,0.0,0.0,0,0,0,0,0
2113,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2114,11806829.918525957,0,0.011931856053139088,0.0,0.0,0,0,0,0,0
2115,377642382.278185,0,0.2933878211919536,0.0,0.0,0,0,0,0,0
2116,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2117,73315588.92815202,0,0.06068205269361591,0.0,0.0,0,0,0,0,0
2118,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2119,34683976.79567392,0,0.03163275244415487,0.0,0.0,0,0,0,0,0
2120,177218387.3031412,0,0.13344967430291774,0.0,0.0,0,0,0,0,0
2121,65720884.71962076,0,0.07381397222847515,0.0,0.0,0,0,0,0,0
2122,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2123,964895171.217158,0,0.813922436133423,0.0,0.0,0,0,0,0,0
2124,711756952.5657837,0,0.5887326201555497,0.0,0.0,0,0,0,0,0
2125,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2126,18458977.9509698,0,0.02322855650524285,0.0,0.0,0,0,0,0,0
2127,70965851.6125401,0,0.07338337994751784,0.0,0.0,0,0,0,0,0
2128,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2129,55634697.67809266,0,0.044787929275901854,0.0,0.0,0,0,0,0,0
2130,11920895.641436387,0,0.016017765035498892,0.0,0.0,0,0,0,0,0
2131,370683081.6550503,0,0.30505716349541756,0.0,0.0,0,0,0,0,0
2132,32049314.40448924,0,0.023337119153674955,0.0,0.0,0,0,0,0,0
2133,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2134,130773993.62821938,0,0.13334313815617516,0.0,0.0,0,0,0,0,0
2135,1004803522.8815708,0,0.8059309292842429,0.0,0.0,0,0,0,0,0
2136,6785986.178037069,0,0.006607346432062067,0.0,0.0,0,0,0,0,0
2137,3496002.2039248403,0,0.0038539681163184,0.0,0.0,0,0,0,0,0
2138,741682719.7448518,0,0.5683009097114253,0.0,0.0,0,0,0,0,0
2139,43255622.91758537,0,0.031569446996599276,0.0,0.0,0,0,0,0,0
2140,37323068.72673938,0,0.045907760691907454,0.0,0.0,0,0,0,0,0
2141,1014468300.7464609,0,0.8173276795410701,0.0,0.0,0,0,0,0,0
2142,60149133.249231786,0,0.07353097151618622,0.0,0.0,0,0,0,0,0
2143,1013932037.1365457,0,0.8168513247045848,0.0,0.0,0,0,0,0,0
2144,7879393.797567967,0,0.0072629960385185,0.0,0.0,0,0,0,0,0
2145,6164665.840450594,0,0.007096654412680594,0.0,0.0,0,0,0,0,0
2146,687615759.1512338,0,0.8140190311766359,0.0,0.0,0,0,0,0,0
2147,723567917.9743854,0,0.7947734736026744,0.0,0.0,0,0,0,0,0
2148,135842775.55355182,0,0.08989933630999744,0.0,0.0,0,0,0,0,0
2149,652194937.336976,0,0.5540348075731899,0.0,0.0,0,0,0,0,0
2150,3884633.2499399967,0,0.003831862457120577,0.0,0.0,0,0,0,0,0
2151,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2152,141713475.03115687,0,0.10437471503003191,0.0,0.0,0,0,0,0,0
2153,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2154,23881633.68708479,0,0.018904598802289507,0.0,0.0,0,0,0,0,0
2155,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2156,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2157,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2158,14678900.760846652,0,0.01585433300802143,0.0,0.0,0,0,0,0,0
2159,478030897.4355506,0,0.5776712366654115,0.0,0.0,0,0,0,0,0
2160,143865977.82273927,0,0.1310141017593567,0.0,0.0,0,0,0,0,0
2161,429253548.81201136,0,0.33057065508833117,0.0,0.0,0,0,0,0,0
2162,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2163,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2164,47336114.660737045,0,0.052113702773013464,0.0,0.0,0,0,0,0,0
2165,85044099.29864514,0,0.0710712358252325,0.0,0.0,0,0,0,0,0
2166,148416033.27697003,0,0.12727095742428057,0.0,0.0,0,0,0,0,0
2167,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2168,42584954.767019205,0,0.03572458568297775,0.0,0.0,0,0,0,0,0
2169,78951472.44829765,0,0.07346021716157597,0.0,0.0,0,0,0,0,0
2170,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2171,90355011.11825916,0,0.07284197513727733,0.0,0.0,0,0,0,0,0
2172,900228086.6772125,0,0.7952191522043645,0.0,0.0,0,0,0,0,0
2173,6638373.42162034,0,0.005850773655062584,0.0,0.0,0,0,0,0,0
2174,14773418.948603228,0,0.01212470970178349,0.0,0.0,0,0,0,0,0
2175,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2176,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2177,151842171.04870677,0,0.13237772656524904,0.0,0.0,0,0,0,0,0
2178,42933391.5238656,0,0.03629965476385444,0.0,0.0,0,0,0,0,0
2179,9925560.6840394,0,0.007284547041892551,0.0,0.0,0,0,0,0,0
2180,243444954.20608753,0,0.18990127390182227,0.0,0.0,0,0,0,0,0
2181,704722251.1142566,0,0.6698588634620849,0.0,0.0,0,0,0,0,0
2182,30217894.899765808,0,0.027633442063736576,0.0,0.0,0,0,0,0,0
2183,374530557.33066607,0,0.2632695513696106,0.0,0.0,0,0,0,0,0
2184,904101001.0828979,0,0.73830126589561,0.0,0.0,0,0,0,0,0
2185,52839928.460707985,0,0.04352572810754571,0.0,0.0,0,0,0,0,0
2186,14528406.965021353,0,0.013037382360628371,0.0,0.0,0,0,0,0,0
2187,8397284.704914136,0,0.0072629960385185,0.0,0.0,0,0,0,0,0
2188,264247264.31563842,0,0.24457348229422843,0.0,0.0,0,0,0,0,0
2189,12373404.169301517,0,0.011948563447062382,0.0,0.0,0,0,0,0,0
2190,35188040.18093611,0,0.046552742624525884,0.0,0.0,0,0,0,0,0
2191,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2192,206237757.54736882,0,0.1639070417446711,0.0,0.0,0,0,0,0,0
2193,7130893.159558224,0,0.007278429610315532,0.0,0.0,0,0,0,0,0
